50 1275 1082 2283 357 483 819
50 1275 1301 2980 348 484 794
50 1275 1424 2746 353 713 772
50 1275 1214 2643 360 463 791
50 1275 1211 2984 358 415 789
50 1275 1296 2879 359 461 788
50 1275 1234 2652 354 448 799
50 1275 1049 2561 357 485 811
50 1275 1301 2930 362 505 796
50 1275 1102 2536 353 491 813
50 1275 1329 2504 358 462 810
50 1275 1207 2687 356 408 775
50 1275 1247 2609 350 469 814
50 1275 1273 2720 354 460 801
50 1275 1275 2869 349 462 811
100 5050 4952 10743 862 1108 2031
100 5050 5380 10167 859 1131 1938
100 5050 5028 11078 858 1134 2012
100 5050 5706 10823 851 1222 1958
100 5050 5524 12118 862 1142 1968
100 5050 5176 11550 855 1211 1993
100 5050 5388 11952 855 1363 1960
100 5050 5135 10637 863 1251 1982
100 5050 4523 11024 852 1257 2063
100 5050 4848 12078 856 1387 2003
100 5050 5450 11686 861 1175 1971
100 5050 4803 11065 854 1438 2040
100 5050 5393 10865 855 1381 1959
100 5050 5308 11418 848 1438 1940
100 5050 4749 11237 862 1365 1968
100 5050 5601 11861 855 1178 1904
100 5050 5215 12261 856 1224 2003
100 5050 4495 8832 867 1187 2022
100 5050 5291 11508 861 1132 2027
100 5050 5327 11923 857 1086 2006
100 5050 4655 11289 858 1510 1953
100 5050 5400 12155 856 1228 1969
100 5050 5033 11676 857 1297 2012
100 5050 4836 11974 874 1168 2025
100 5050 4961 11643 853 1616 2015
100 5050 4914 12212 860 1266 2042
100 5050 5008 11762 864 1247 1990
100 5050 5028 11277 851 1322 1982
100 5050 4749 10150 856 1239 1991
100 5050 5228 11477 855 1467 1962
100 5050 4972 10753 850 1305 2060
100 5050 5421 10682 852 1553 1947
100 5050 4298 9625 865 1153 2040
100 5050 4763 10552 861 1150 2008
100 5050 5275 11104 869 1296 1981
100 5050 4498 10516 863 1149 2030
100 5050 5846 11785 853 1307 1941
100 5050 4998 11460 861 1099 2006
100 5050 5008 11762 849 1304 1997
100 5050 5390 11459 856 1230 1953
100 5050 5167 11347 852 1019 1958
100 5050 5255 11390 861 1104 1997
100 5050 5948 12035 850 1244 1940
100 5050 5218 10483 858 1241 1943
100 5050 5024 12067 857 1444 1977
100 5050 5287 11803 860 1154 1952
100 5050 5267 11198 853 1252 1987
100 5050 5616 11274 851 1061 2010
100 5050 5281 11205 849 1227 1975
100 5050 4798 11658 850 1174 2023
100 5050 5798 11861 856 1045 1964
100 5050 4765 11046 858 1145 1978
100 5050 4640 10787 860 1168 1998
100 5050 5290 10715 857 1431 1968
100 5050 4526 10432 857 1236 2031
100 5050 4780 11550 860 1167 1988
100 5050 5453 10698 850 1095 2010
100 5050 4800 11659 863 1478 1994
100 5050 4387 11156 860 1048 2052
100 5050 4864 10799 853 1138 2008
100 5050 5365 12435 860 1311 2003
100 5050 5507 11121 845 1102 1951
100 5050 4658 10992 862 1166 2045
100 5050 4585 11254 867 1009 2000
100 5050 4838 10192 849 1165 2012
100 5050 4895 11806 856 1222 2015
100 5050 5212 11469 866 1238 2001
100 5050 4917 10529 856 1608 2010
100 5050 5092 12201 862 1206 1988
100 5050 4787 11157 861 1090 2014
100 5050 4729 11820 851 1234 2032
100 5050 4421 9885 861 1188 2054
100 5050 4870 10507 853 1317 1967
100 5050 4924 12118 861 1211 2025
100 5050 4932 10535 860 1089 1992
100 5050 5337 11432 860 1588 1947
100 5050 5021 11374 850 1299 2009
100 5050 5049 11189 855 1188 1968
100 5050 5204 11464 863 1125 1975
100 5050 4875 10210 862 1162 2005
100 5050 5034 11181 861 1573 2000
100 5050 4617 10676 859 1264 2033
100 5050 4847 11681 862 1270 1996
100 5050 5186 10663 864 1077 2007
100 5050 5238 12275 859 1334 1973
100 5050 4523 10330 857 1107 2031
100 5050 4808 11662 862 1171 2019
100 5050 5864 12191 856 1420 1932
100 5050 4586 10462 865 1193 2009
100 5050 4805 11066 853 1223 2013
100 5050 5071 11992 853 1311 1994
100 5050 5325 11227 858 1241 1992
100 5050 5018 10974 866 1425 2034
100 5050 4248 10688 867 1201 2015
100 5050 5161 10949 863 1099 2003
100 5050 5369 11844 863 1330 1998
100 5050 4966 10751 862 1261 1981
100 5050 5116 11125 856 1213 1975
100 5050 5519 11027 854 1301 1943
100 5050 5098 11312 854 1153 1998
150 11325 10561 24727 1420 2027 3400
150 11325 11303 24650 1419 2121 3346
150 11325 11731 26355 1418 1884 3356
150 11325 10648 24919 1420 1929 3385
150 11325 11960 24681 1412 2011 3327
150 11325 10630 25208 1409 2161 3347
150 11325 11192 26830 1405 1790 3329
150 11325 10125 25999 1425 2081 3374
150 11325 10179 24237 1404 1798 3391
150 11325 11478 24887 1416 2558 3295
150 11325 10604 22810 1420 1973 3401
150 11325 12141 27602 1417 1921 3315
150 11325 11680 24094 1411 1835 3324
150 11325 10672 27019 1426 2227 3339
150 11325 11929 26604 1419 2132 3294
150 11325 10449 25117 1408 2130 3397
150 11325 11018 25550 1421 1790 3361
150 11325 11745 26660 1418 2095 3301
150 11325 10064 27012 1416 2131 3385
150 11325 11323 23767 1413 1953 3326
150 11325 10530 26651 1419 2188 3352
150 11325 11067 26321 1412 1894 3393
150 11325 10312 22963 1415 2169 3346
150 11325 11751 25919 1414 1850 3350
150 11325 10910 26243 1411 1990 3336
150 11325 12091 26535 1427 2393 3299
150 11325 12446 26566 1416 2512 3284
150 11325 10486 24690 1407 3422 3351
150 11325 10653 25667 1415 1885 3329
150 11325 11163 26521 1404 2148 3311
150 11325 10783 25582 1405 1905 3314
150 11325 10921 25949 1405 1821 3369
150 11325 10492 25884 1417 2531 3372
150 11325 11189 24595 1417 2070 3299
150 11325 10962 25970 1414 1887 3383
150 11325 11921 27194 1420 2040 3326
150 11325 11170 25776 1417 2192 3362
150 11325 11111 25151 1421 2087 3334
150 11325 11453 25918 1406 1769 3356
150 11325 12050 25620 1421 2195 3305
150 11325 10646 25960 1424 2046 3399
150 11325 12243 26463 1412 2156 3328
150 11325 11375 24985 1414 1883 3345
150 11325 10823 25603 1408 1890 3378
150 11325 12197 27034 1414 1842 3278
150 11325 11236 26108 1425 1896 3379
150 11325 10873 25329 1413 2158 3352
150 11325 11489 25339 1416 1998 3363
150 11325 10994 25987 1425 1923 3319
150 11325 10968 23589 1414 2030 3304
150 11325 11696 25741 1408 1979 3342
150 11325 11496 26982 1419 1935 3323
150 11325 11515 25354 1417 2354 3300
150 11325 11873 26128 1411 1831 3308
150 11325 11324 26597 1409 1943 3394
150 11325 11631 23771 1425 1879 3324
150 11325 11425 26350 1418 1858 3306
150 11325 10576 26822 1408 2138 3386
150 11325 11422 24860 1420 1989 3367
150 11325 11436 25164 1413 1981 3336
150 11325 10839 22481 1419 2029 3318
150 11325 11294 27030 1417 1923 3337
150 11325 10487 26030 1414 1891 3400
150 11325 11227 25657 1408 1933 3418
150 11325 11442 27700 1405 2614 3358
150 11325 11224 26548 1415 1893 3354
150 11325 10688 24939 1415 1730 3347
150 11325 11685 26779 1427 2200 3338
150 11325 11684 24992 1417 2246 3309
150 11325 11803 27434 1419 1866 3322
150 11325 10866 24431 1413 2105 3383
150 11325 11913 25999 1403 1702 3329
150 11325 10927 24464 1406 2126 3312
150 11325 11053 26909 1422 2240 3385
150 11325 11522 26400 1408 2330 3289
150 11325 11073 25877 1417 2099 3399
150 11325 11283 25386 1422 1972 3358
150 11325 11512 27139 1424 2096 3411
150 11325 11266 26270 1420 2037 3431
150 11325 11699 28127 1414 2030 3371
150 11325 11592 25986 1416 2120 3254
150 11325 11115 23365 1416 1680 3306
150 11325 10108 24948 1410 2061 3411
150 11325 10602 25194 1425 1886 3328
150 11325 11568 25230 1420 1758 3299
150 11325 11158 26367 1422 2090 3326
150 11325 10474 25280 1417 1789 3432
150 11325 10779 21259 1406 2233 3363
150 11325 11811 25948 1419 2498 3259
150 11325 12068 26523 1414 2065 3298
150 11325 11224 26549 1413 1910 3328
150 11325 10827 26796 1417 1914 3348
150 11325 11114 25301 1417 2009 3375
150 11325 10694 25241 1406 1778 3370
150 11325 10761 22444 1417 2060 3338
150 11325 10489 25733 1403 2093 3422
150 11325 12601 26044 1402 1841 3284
150 11325 12237 25862 1422 2133 3304
150 11325 11499 26240 1398 2371 3338
150 11325 11135 26205 1423 2346 3356
200 20100 19573 44713 2012 2753 4739
200 20100 19955 43312 2021 2673 4801
200 20100 20506 44782 2006 3512 4743
200 20100 18047 44547 1999 3224 4885
200 20100 19962 46498 2003 3338 4713
200 20100 19620 47323 2015 3062 4811
200 20100 19289 45565 1996 2927 4733
200 20100 18087 43372 2030 3102 4844
200 20100 19461 45850 2007 3219 4841
200 20100 20614 46427 2018 3204 4782
200 20100 18816 44137 2000 3587 4883
200 20100 20620 47027 2017 2923 4787
200 20100 19049 46441 2004 3067 4828
200 20100 19461 44059 2006 2923 4779
200 20100 19264 47942 2025 2780 4836
200 20100 19646 45346 2014 2850 4795
200 20100 18098 45766 2024 2625 4804
200 20100 20483 44771 2015 2616 4756
200 20100 20247 47039 2012 2636 4803
200 20100 19619 48916 2012 3534 4782
200 20100 18393 48103 2013 3568 4873
200 20100 19701 43783 2006 2829 4838
200 20100 21600 44730 2018 2986 4755
200 20100 20147 48385 2010 3557 4798
200 20100 20827 43946 2026 2693 4744
200 20100 18228 47623 2027 2660 4857
200 20100 20617 48817 2016 2945 4757
200 20100 17231 42348 2031 2919 4918
200 20100 18471 47344 2010 2794 4821
200 20100 21179 45715 2015 3524 4727
200 20100 19404 47612 2015 2743 4778
200 20100 18519 43987 2013 2716 4846
200 20100 19031 44840 2003 2812 4857
200 20100 19541 48080 2021 3123 4737
200 20100 19292 48157 2020 2618 4862
200 20100 21343 47988 2007 3131 4762
200 20100 19687 44770 2017 2831 4753
200 20100 20086 48751 2008 2462 4795
200 20100 19959 46699 2016 2606 4770
200 20100 19851 45649 2014 2706 4786
200 20100 20689 47062 2021 2751 4788
200 20100 21366 46408 2007 3090 4725
200 20100 21280 47160 2003 3479 4698
200 20100 18999 44027 2015 2860 4832
200 20100 19062 43461 1991 3076 4820
200 20100 19125 44887 2022 2616 4832
200 20100 20564 47199 1990 3096 4769
200 20100 20013 44735 2003 3128 4770
200 20100 21192 46318 2023 2768 4718
200 20100 21487 49253 2009 3263 4717
200 20100 19834 45042 2001 2704 4841
200 20100 20874 44966 2021 2903 4722
200 20100 20049 45350 2017 2906 4838
200 20100 19863 49038 2024 3527 4848
200 20100 20525 46781 2016 2799 4684
200 20100 21246 45153 2033 4057 4711
200 20100 18551 41814 1996 3363 4836
200 20100 20644 48033 2021 2919 4770
200 20100 18204 42635 2026 2668 4855
200 20100 20650 47839 2017 2735 4778
200 20100 19467 42472 2000 2689 4788
200 20100 19944 45893 1993 2654 4683
200 20100 19312 44783 2023 3344 4811
200 20100 19634 44544 2008 2800 4844
200 20100 18920 47571 2024 2524 4866
200 20100 21005 45828 2020 3743 4733
200 20100 20941 47386 2018 2456 4782
200 20100 20160 47195 2017 3263 4774
200 20100 19979 46707 2017 2800 4760
200 20100 20269 44266 2014 3280 4748
200 20100 21248 48335 2003 2932 4655
200 20100 21172 45314 2018 2672 4782
200 20100 21077 46460 2019 2654 4758
200 20100 19442 45642 2001 2654 4795
200 20100 21233 46538 2015 2852 4800
200 20100 19723 47772 2017 2933 4841
200 20100 20637 49025 2006 2923 4788
200 20100 19509 46472 2016 3195 4817
200 20100 20296 44279 1998 2828 4823
200 20100 19979 45513 2009 2919 4781
200 20100 20540 47784 2012 3412 4768
200 20100 19592 45716 2010 2782 4850
200 20100 19185 47305 2013 2703 4831
200 20100 21386 47808 2020 2631 4750
200 20100 20848 47142 2018 2908 4765
200 20100 21685 48156 1994 2712 4761
200 20100 19879 42477 2015 3598 4817
200 20100 19165 45307 2012 3171 4760
200 20100 19389 48202 1989 3138 4800
200 20100 19127 47078 2033 2753 4859
200 20100 19626 44143 2005 3009 4842
200 20100 19689 46959 2020 2856 4731
200 20100 20246 47635 2008 3023 4765
200 20100 19712 45579 2000 2918 4795
200 20100 20778 48699 2023 3174 4790
200 20100 20476 44965 2013 2906 4776
200 20100 21549 50278 2012 2743 4764
200 20100 19996 48308 2031 2943 4774
200 20100 20382 49498 2010 2736 4765
200 20100 21074 47850 2018 2750 4778
250 31375 31389 73341 2664 3766 6279
250 31375 33476 73388 2667 4441 6250
250 31375 31272 73780 2672 4041 6317
250 31375 31574 74926 2671 3946 6317
250 31375 32835 74064 2667 4485 6285
250 31375 32110 71212 2647 4843 6230
250 31375 29628 74203 2659 3372 6354
250 31375 32492 71153 2658 3533 6277
250 31375 30465 76115 2661 3597 6357
250 31375 30595 69955 2667 3358 6358
250 31375 29719 74746 2660 4336 6338
250 31375 31959 76613 2661 3446 6340
250 31375 30611 74198 2678 3607 6301
250 31375 28648 69481 2655 4120 6329
250 31375 31732 75503 2654 4446 6265
250 31375 31772 74279 2662 3736 6305
250 31375 28093 71194 2661 3386 6414
250 31375 29055 71425 2654 3876 6336
250 31375 32128 75702 2679 4651 6267
250 31375 29977 69398 2651 3623 6321
250 31375 31371 72334 2661 3852 6254
250 31375 29841 75554 2658 3554 6421
250 31375 30223 73753 2658 3787 6284
250 31375 31017 72159 2676 4178 6311
250 31375 31034 70174 2647 3905 6357
250 31375 30025 73903 2667 3524 6324
250 31375 31046 69434 2671 3751 6374
250 31375 31186 71994 2663 3891 6350
250 31375 31115 73451 2653 3928 6337
250 31375 29527 75148 2657 3982 6455
250 31375 31974 74879 2647 4011 6325
250 31375 32971 77368 2674 3335 6285
250 31375 30695 69756 2671 3738 6320
250 31375 31913 74847 2658 4843 6319
250 31375 31875 71591 2666 3642 6248
250 31375 32031 74408 2663 4459 6295
250 31375 31844 76058 2663 3923 6242
250 31375 30083 71941 2656 3651 6281
250 31375 32053 74419 2650 4057 6325
250 31375 26496 75377 2661 4233 6455
250 31375 30995 74885 2658 3749 6310
250 31375 30207 74991 2664 3644 6333
250 31375 28781 71786 2659 3432 6378
250 31375 30387 67859 2650 3800 6397
250 31375 31007 71903 2643 3658 6443
250 31375 32673 74729 2666 3421 6267
250 31375 33037 76653 2657 3656 6284
250 31375 31150 74962 2661 4249 6340
250 31375 32030 70920 2652 4403 6324
250 31375 32346 75314 2670 3954 6311
250 31375 28259 72522 2653 3745 6397
250 31375 31450 70630 2664 3734 6362
250 31375 32456 73875 2642 4722 6222
250 31375 31778 73036 2663 3194 6344
250 31375 30939 70874 2661 3584 6302
250 31375 29955 72125 2658 3611 6411
250 31375 31089 75929 2668 3560 6313
250 31375 30612 68968 2648 3654 6270
250 31375 27912 70107 2668 3541 6386
250 31375 31695 74738 2665 4066 6295
250 31375 30640 75705 2663 3510 6290
250 31375 30126 71213 2661 3746 6356
250 31375 30448 67391 2660 3513 6268
250 31375 29340 70324 2656 4226 6369
250 31375 28762 71030 2662 3247 6399
250 31375 29163 65752 2670 3260 6322
250 31375 31542 71922 2646 3635 6309
250 31375 30206 69761 2673 3777 6345
250 31375 30593 75184 2664 4194 6279
250 31375 31537 74410 2660 3225 6424
250 31375 31428 72363 2659 3598 6344
250 31375 31912 75593 2668 3988 6327
250 31375 30351 70331 2665 3986 6322
250 31375 33391 77080 2656 3308 6207
250 31375 32351 73820 2649 3651 6376
250 31375 31641 73217 2649 3707 6294
250 31375 31109 71705 2660 3492 6348
250 31375 30062 73174 2633 4085 6372
250 31375 29803 64579 2658 4024 6341
250 31375 31734 76500 2648 3700 6340
250 31375 30235 70522 2665 3877 6317
250 31375 29381 74081 2660 3557 6419
250 31375 28218 71505 2655 3692 6401
250 31375 30280 73532 2672 3721 6351
250 31375 29809 70806 2659 3624 6375
250 31375 29522 73403 2649 3611 6358
250 31375 27798 69303 2664 3725 6358
250 31375 32385 75581 2669 3653 6313
250 31375 30974 75622 2663 3952 6354
250 31375 31440 70878 2666 4660 6337
250 31375 31619 72707 2683 4472 6272
250 31375 30119 71958 2665 3725 6423
250 31375 32716 72509 2659 3693 6348
250 31375 30930 72862 2663 3957 6259
250 31375 31949 70632 2666 4024 6202
250 31375 30203 72747 2670 4201 6317
250 31375 29513 70410 2666 3885 6362
250 31375 31095 72695 2670 3688 6359
250 31375 30108 69712 2661 4305 6361
250 31375 30828 73061 2667 4650 6306
